nome,ano,escola,nota_semestre_1,nota_semestre_2,faltas,nota_exame,monitoria
Gael Soares,1,Antonio Prado,1.27,2.3,0,5.82,TRUE
Alice Oliveira,3,Carlos Santos,2.62,06.06,29,2.52,TRUE
Heloisa Rodrigues,1,Gabriel Gomes,9.73,9.64,25,0,TRUE
Miguel Maia,3,Antonio Prado,6.22,07.09,6,4.91,TRUE
Gabriel Alves,1,Pedro I,2.9,4.16,1,6.86,FALSE
Bernardo Oliveira,2,Francisto Chagas,2.11,3.97,12,0.54,FALSE
Theo Maia,2,Pedro I,5.5,08.02,29,0.29,FALSE
Heloisa Pereira,2,Carlos Santos,3.68,6.15,24,9.42,TRUE
Maria Rodrigues,3,Pedro I,09.01,3.86,22,5.27,FALSE
Valentina Rodrigues,1,Francisto Chagas,9.51,5.7,24,0,FALSE
Bernardo Santos,1,Antonio Prado,0.95,0.99,21,0.16,TRUE
Arthur Santos,1,Pedro II,3.99,8.67,22,04.04,TRUE
Theo Maia,2,Pedro II,5.94,0.54,25,2.21,FALSE
Laura Ribeiro,1,Carlos Santos,6.8,2.16,4,4.88,FALSE
Miguel Soares,2,Pedro II,2.77,7.66,0,1.84,TRUE
Maria Pereira,2,Gabriel Gomes,04.06,2.27,14,1.51,TRUE
Samuel Santos,3,Antonio Prado,4.78,5.71,0,5.38,TRUE
Theo Martins,3,Francisto Chagas,9.71,8.33,11,0,FALSE
Davi Ribeiro,2,Pedro I,7.48,1.1,15,1.57,TRUE
Laura Soares,2,Pedro I,3.11,7.61,27,0.6,TRUE
Laura Soares,1,Antonio Prado,5.73,5.21,2,0.9,TRUE
Arthur Martins,3,Pedro I,4.3,2.46,14,7.96,FALSE
Bernardo Ribeiro,2,Pedro II,8.54,4.6,13,2.27,FALSE
Helena Ribeiro,2,Carlos Santos,0.09,9.61,2,5.68,TRUE
Gabriel Oliveira,2,Antonio Prado,7.52,6.21,16,7.89,FALSE
Heloisa Alves,2,Antonio Prado,9.99,6.99,25,0,FALSE
Gabriel Oliveira,3,Carlos Santos,0.63,7.13,27,8.29,FALSE
Arthur Souza,3,Francisto Chagas,7.36,1.48,3,4.5,FALSE
Laura Pereira,2,Pedro II,8.75,7.54,26,0,FALSE
Helena Ribeiro,2,Pedro II,3.33,0.12,21,05.05,FALSE
Samuel Martins,3,Pedro I,4.23,1.11,7,3.97,TRUE
Samuel Ribeiro,1,Carlos Santos,8.52,3.77,20,5.68,TRUE
Valentina Pereira,3,Antonio Prado,9.47,9.5,19,0,FALSE
Theo Alves,2,Gabriel Gomes,04.09,9.7,22,7.72,TRUE
Davi Ferreira,1,Pedro II,2.91,3.87,9,8.42,TRUE
Gael Gomes,3,Gabriel Gomes,6.59,7.91,23,0,TRUE
Theo Pereira,2,Carlos Santos,6.79,3.95,17,5.38,FALSE
Bernardo Souza,1,Francisto Chagas,2.7,2.99,4,7.73,TRUE
Valentina Souza,3,Pedro I,2.87,1.47,3,1.62,FALSE
Laura Ribeiro,3,Carlos Santos,1.85,0.5,5,4.62,TRUE
Alice Santos,1,Pedro II,9.7,6.34,20,0,TRUE
Sophia Oliveira,1,Antonio Prado,5.84,8.91,17,0,TRUE
Laura Pereira,3,Pedro I,9.71,6.5,16,0,TRUE
Arthur Soares,1,Pedro I,1.79,4.79,6,3.53,TRUE
Valentina Gomes,2,Pedro II,2.4,0.69,14,5.83,TRUE
Gael Santos,1,Carlos Santos,2.92,3.74,17,0.55,FALSE
Gael Maia,3,Francisto Chagas,1.62,09.06,9,7.13,TRUE
Heloisa Alves,1,Francisto Chagas,9.19,7.21,11,0,FALSE
Heitor Silva,1,Gabriel Gomes,7.48,0.36,21,6.68,TRUE
Bernardo Martins,2,Gabriel Gomes,7.9,4.16,29,1.12,FALSE
Alice Martins,1,Antonio Prado,1.25,9.79,5,2.25,FALSE
Maria Silva,3,Pedro II,8.67,0.46,9,9.63,TRUE
Heitor Santos,1,Carlos Santos,3.77,0.82,27,4.48,TRUE
Heloisa Silva,3,Gabriel Gomes,4.25,5.59,29,09.04,FALSE
Heitor Alves,2,Francisto Chagas,6.38,4.18,7,4.4,TRUE
Maria Soares,2,Gabriel Gomes,9.95,3.7,17,0.95,FALSE
Heloisa Alves,1,Carlos Santos,05.09,6.47,15,1.88,FALSE
Gabriel Silva,1,Gabriel Gomes,8.47,5.12,16,01.06,FALSE
Theo Alves,1,Pedro I,01.09,1.66,23,06.08,FALSE
Bernardo Alves,3,Francisto Chagas,7.49,4.96,28,6.24,TRUE
Heitor Ribeiro,1,Francisto Chagas,7.92,7.54,19,0,TRUE
Heloisa Pereira,3,Antonio Prado,3.85,9.54,25,8.73,TRUE
Bernardo Soares,1,Gabriel Gomes,0.8,0.73,23,1.58,FALSE
Samuel Ribeiro,3,Pedro I,2.82,8.88,0,4.82,TRUE
Gabriel Soares,1,Francisto Chagas,6.25,7.85,19,0,FALSE
Theo Ribeiro,2,Gabriel Gomes,7.6,9.59,6,0,FALSE
Alice Gomes,1,Gabriel Gomes,6.37,9.62,26,0,TRUE
Samuel Souza,1,Antonio Prado,7.24,0.18,26,1.87,TRUE
Davi Pereira,3,Gabriel Gomes,05.07,1.34,4,06.02,FALSE
Alice Oliveira,2,Pedro II,08.07,8.94,9,0,FALSE
Laura Rodrigues,3,Pedro II,2.97,5.83,25,6.37,TRUE
Helena Gomes,3,Francisto Chagas,3.33,0.36,26,01.07,TRUE
Davi Santos,2,Pedro II,03.09,2.64,2,2.27,FALSE
Heloisa Gomes,2,Carlos Santos,0.97,06.08,11,9.25,TRUE
Arthur Rodrigues,2,Gabriel Gomes,8.61,4.37,3,2.13,TRUE
Laura Soares,1,Carlos Santos,1.8,3.85,29,5.51,FALSE
Theo Alves,2,Gabriel Gomes,2.81,7.72,26,0.28,FALSE
Bernardo Pereira,3,Pedro II,6.3,7.23,7,1.0,TRUE
Laura Silva,1,Gabriel Gomes,3.59,3.56,22,0.31,TRUE
Gael Gomes,1,Pedro I,0.05,2.13,29,7.83,TRUE
Maria Alves,2,Pedro I,5.99,2.7,27,9.34,TRUE
Miguel Ferreira,1,Pedro II,2.67,4.11,26,0.2,TRUE
Gabriel Alves,1,Pedro I,7.52,9.73,4,0,TRUE
Heitor Maia,3,Carlos Santos,1.49,0.12,4,7.82,FALSE
Alice Ribeiro,1,Pedro II,9.74,1.61,17,0.39,FALSE
Arthur Santos,3,Antonio Prado,7.21,2.0,20,1.23,FALSE
Helena Pereira,3,Antonio Prado,9.59,05.06,6,0,TRUE
Alice Gomes,3,Carlos Santos,5.79,4.94,4,4.45,FALSE
Alice Ferreira,2,Pedro II,6.31,2.55,9,0.04,FALSE
Arthur Ribeiro,1,Pedro II,6.23,8.9,8,0,FALSE
Theo Santos,3,Antonio Prado,6.24,7.72,3,7.73,FALSE
Helena Martins,3,Gabriel Gomes,0.98,5.16,14,1.44,TRUE
Heitor Pereira,1,Antonio Prado,2.49,1.76,22,3.27,FALSE
Laura Martins,3,Pedro II,0.76,03.04,17,5.22,TRUE
Sophia Ferreira,2,Pedro II,6.68,6.4,10,9.94,FALSE
Heloisa Gomes,3,Gabriel Gomes,0.32,0.91,23,02.06,FALSE
Sophia Rodrigues,2,Francisto Chagas,0.44,0.78,7,02.08,FALSE
Bernardo Santos,1,Pedro II,8.2,0.83,3,2.44,FALSE
Helena Soares,1,Carlos Santos,2.4,3.99,2,0.22,TRUE
Davi Martins,1,Pedro I,01.09,1.75,29,9.3,FALSE
Theo Santos,2,Antonio Prado,7.4,6.46,8,5.67,TRUE
Heitor Alves,3,Carlos Santos,9.58,3.71,0,7.6,TRUE
Samuel Oliveira,2,Gabriel Gomes,4.65,0.12,12,3.93,TRUE
Valentina Alves,3,Francisto Chagas,6.39,2.38,20,7.83,FALSE
Gabriel Gomes,3,Pedro II,6.92,6.83,8,3.8,FALSE
Davi Silva,2,Pedro I,6.42,5.89,4,0.88,TRUE
Miguel Ferreira,2,Francisto Chagas,5.43,7.63,28,7.63,TRUE
Sophia Rodrigues,1,Francisto Chagas,9.5,9.9,0,0,TRUE
Arthur Alves,1,Pedro II,8.94,0.88,19,7.25,TRUE
Sophia Martins,2,Gabriel Gomes,2.1,4.52,3,1.43,TRUE
Valentina Alves,3,Carlos Santos,8.66,1.8,1,5.2,TRUE
Arthur Gomes,2,Pedro II,01.06,05.02,26,5.25,TRUE
Helena Rodrigues,2,Carlos Santos,0.11,6.18,13,4.32,FALSE
Alice Oliveira,2,Antonio Prado,0.96,8.15,5,6.47,FALSE
Samuel Soares,2,Francisto Chagas,02.02,4.89,21,8.67,TRUE
Sophia Souza,3,Pedro I,2.48,7.44,8,9.57,TRUE
Heitor Alves,3,Antonio Prado,3.5,8.21,5,06.02,FALSE
Alice Oliveira,1,Antonio Prado,8.94,03.03,8,0.62,TRUE
Maria Ribeiro,2,Gabriel Gomes,2.21,0.35,15,5.1,FALSE
Arthur Oliveira,3,Antonio Prado,03.07,3.33,27,9.86,FALSE
Helena Oliveira,3,Carlos Santos,1.86,6.94,15,3.18,FALSE
Heitor Pereira,2,Pedro I,8.3,5.32,25,6.25,FALSE
Alice Ribeiro,1,Francisto Chagas,3.51,8.85,27,2.58,TRUE
Valentina Silva,2,Pedro II,7.36,02.04,16,1.8,TRUE
Miguel Martins,3,Pedro I,8.69,3.86,24,7.0,FALSE
Helena Souza,1,Antonio Prado,04.09,2.38,0,5.57,TRUE
Sophia Silva,1,Antonio Prado,9.17,4.79,14,03.09,FALSE
Arthur Martins,2,Antonio Prado,3.52,3.27,6,4.66,TRUE
Laura Alves,1,Francisto Chagas,7.65,9.17,28,0,FALSE
Miguel Pereira,3,Gabriel Gomes,9.98,1.31,8,3.6,FALSE
Heloisa Souza,2,Gabriel Gomes,9.22,3.7,18,0.21,TRUE
Heloisa Ribeiro,2,Francisto Chagas,3.21,6.36,7,7.41,TRUE
Valentina Rodrigues,1,Francisto Chagas,3.0,9.17,16,7.85,TRUE
Alice Oliveira,3,Gabriel Gomes,0.55,1.73,27,3.62,FALSE
Miguel Alves,3,Carlos Santos,9.62,0.01,29,0.81,FALSE
Heitor Silva,1,Gabriel Gomes,0.15,9.25,27,1.66,FALSE
Valentina Ferreira,1,Pedro I,4.98,3.38,17,4.44,FALSE
Gabriel Pereira,3,Pedro I,8.61,5.3,0,5.95,FALSE
Helena Martins,3,Pedro II,0.82,9.92,12,0.32,FALSE
Heitor Martins,1,Carlos Santos,3.56,9.29,14,02.01,TRUE
Arthur Ferreira,2,Gabriel Gomes,7.62,3.31,5,7.36,FALSE
Heloisa Maia,2,Francisto Chagas,7.36,1.92,1,03.07,TRUE
Arthur Pereira,1,Carlos Santos,6.56,4.21,25,0.72,TRUE
Laura Pereira,3,Francisto Chagas,6.91,2.65,17,6.9,FALSE
Alice Martins,2,Francisto Chagas,7.14,08.01,17,0,FALSE
Laura Silva,3,Pedro II,6.43,4.43,15,0.35,TRUE
Alice Alves,2,Pedro II,7.18,9.68,26,0,TRUE
Theo Maia,3,Francisto Chagas,7.35,3.22,15,8.69,TRUE
Bernardo Oliveira,3,Carlos Santos,4.2,2.61,28,3.48,TRUE
Laura Martins,2,Francisto Chagas,4.49,0.11,0,9.84,TRUE
Sophia Gomes,3,Pedro II,4.6,0.91,16,3.93,TRUE
Miguel Martins,3,Antonio Prado,09.02,1.21,25,7.5,FALSE
Alice Maia,3,Francisto Chagas,0.56,09.05,16,8.11,FALSE
Sophia Soares,3,Pedro II,6.32,8.47,2,0,TRUE
Helena Silva,2,Gabriel Gomes,3.2,8.25,12,3.27,FALSE
Gabriel Ribeiro,2,Gabriel Gomes,4.76,0.5,9,2.93,TRUE
Heitor Rodrigues,2,Carlos Santos,1.66,3.81,22,6.99,FALSE
Bernardo Oliveira,3,Gabriel Gomes,5.71,3.9,12,6.33,FALSE
Laura Ferreira,3,Antonio Prado,7.34,8.91,5,0,FALSE
Helena Soares,2,Pedro I,5.99,2.34,0,2.5,FALSE
Sophia Gomes,3,Gabriel Gomes,3.69,3.52,24,4.68,TRUE
Miguel Silva,2,Pedro I,8.52,9.3,12,0,FALSE
Davi Alves,1,Carlos Santos,6.56,9.43,9,0,TRUE
Theo Alves,1,Carlos Santos,5.73,3.18,15,4.83,TRUE
Sophia Maia,3,Francisto Chagas,1.33,05.07,2,7.84,FALSE
Davi Oliveira,1,Gabriel Gomes,07.04,4.99,27,5.45,FALSE
Heitor Gomes,1,Antonio Prado,8.87,6.28,4,0,FALSE
Theo Silva,3,Antonio Prado,7.81,6.98,17,0,FALSE
Arthur Martins,2,Pedro I,8.95,0.45,26,4.85,TRUE
Laura Alves,1,Pedro I,0.26,0.49,9,0.65,FALSE
Miguel Ferreira,2,Gabriel Gomes,2.62,8.64,26,1.81,TRUE
Samuel Maia,3,Gabriel Gomes,1.65,0.96,27,4.7,FALSE
Gabriel Ferreira,1,Carlos Santos,3.73,0.83,30,7.18,TRUE
Gael Soares,3,Antonio Prado,0.6,0.25,30,7.74,TRUE
Valentina Silva,3,Antonio Prado,4.97,9.75,17,0,FALSE
Alice Alves,2,Gabriel Gomes,0.82,8.53,10,1.96,FALSE
Gabriel Ferreira,1,Antonio Prado,7.98,3.45,7,2.96,TRUE
Gael Pereira,3,Antonio Prado,8.41,3.6,23,2.44,FALSE
Laura Alves,3,Antonio Prado,6.22,7.68,3,6.18,FALSE
Alice Maia,3,Pedro II,8.6,8.5,6,0,TRUE
Theo Maia,2,Pedro I,5.84,5.21,8,8.52,TRUE
Heloisa Gomes,2,Carlos Santos,2.76,8.62,23,06.08,TRUE
Bernardo Alves,1,Pedro I,5.81,8.17,27,6.28,TRUE
Davi Souza,1,Francisto Chagas,0.1,3.34,1,4.94,FALSE
Arthur Soares,1,Pedro I,0.64,3.53,18,6.11,FALSE
Heloisa Alves,1,Antonio Prado,06.08,0.75,17,0.89,FALSE
Bernardo Souza,2,Carlos Santos,5.27,7.66,26,0.38,FALSE
Sophia Maia,3,Francisto Chagas,8.57,9.49,6,0,TRUE
Miguel Rodrigues,3,Antonio Prado,9.69,9.45,10,0,TRUE
Heitor Ferreira,2,Pedro I,6.92,0.46,21,1.3,TRUE
Miguel Soares,3,Carlos Santos,6.95,4.99,21,3.41,FALSE
Sophia Silva,1,Gabriel Gomes,07.08,9.87,1,0,TRUE
Bernardo Maia,1,Pedro II,8.25,8.23,17,0,FALSE
Theo Pereira,3,Pedro II,9.65,5.22,5,0,FALSE
Maria Oliveira,1,Pedro II,9.3,0.71,4,4.16,TRUE
Miguel Rodrigues,1,Pedro I,1.73,9.0,18,6.84,TRUE
Heitor Gomes,1,Carlos Santos,4.39,9.24,3,08.03,TRUE
Alice Rodrigues,3,Gabriel Gomes,5.22,6.69,7,3.66,TRUE
Davi Ferreira,2,Pedro I,1.51,4.48,6,1.61,TRUE
Heloisa Gomes,3,Gabriel Gomes,4.84,7.15,9,8.56,FALSE
Miguel Rodrigues,3,Francisto Chagas,8.23,9.17,21,0,TRUE
Arthur Gomes,1,Antonio Prado,2.51,3.22,20,0.1,TRUE
Heitor Oliveira,1,Pedro I,5.33,02.09,6,9.39,FALSE
Alice Santos,2,Antonio Prado,7.72,8.8,6,0,TRUE
Gael Alves,2,Carlos Santos,4.31,7.79,8,6.74,FALSE
Laura Soares,2,Gabriel Gomes,2.81,5.64,2,9.15,TRUE
Miguel Martins,1,Pedro II,8.23,1.42,30,4.69,TRUE
Heitor Souza,3,Francisto Chagas,0.63,6.96,16,6.58,TRUE
Helena Alves,2,Carlos Santos,3.62,3.36,24,6.24,FALSE
Sophia Alves,3,Gabriel Gomes,5.2,7.71,2,05.04,TRUE
Theo Oliveira,3,Pedro I,5.93,9.9,6,0,TRUE
Gabriel Martins,1,Francisto Chagas,09.02,0.11,27,7.86,FALSE
Maria Oliveira,2,Gabriel Gomes,7.47,09.05,5,0,FALSE
Samuel Gomes,2,Pedro II,4.46,1.91,17,8.68,FALSE
Valentina Ribeiro,2,Pedro I,6.53,2.67,15,7.5,FALSE
Maria Rodrigues,1,Antonio Prado,4.88,0.66,14,4.23,FALSE
Heitor Souza,2,Carlos Santos,1.49,2.22,12,2.45,FALSE
Theo Santos,2,Antonio Prado,1.94,8.82,20,7.45,FALSE
Theo Maia,2,Carlos Santos,07.03,7.63,27,0,TRUE
Bernardo Silva,1,Antonio Prado,8.32,8.44,1,0,FALSE
Davi Oliveira,3,Carlos Santos,2.72,8.69,6,9.39,FALSE
Laura Ribeiro,1,Gabriel Gomes,9.15,7.39,15,0,TRUE
Samuel Alves,2,Francisto Chagas,06.02,9.76,17,0,FALSE
Theo Rodrigues,1,Pedro I,5.64,0.87,12,1.74,FALSE
Laura Silva,3,Francisto Chagas,04.07,6.51,21,5.88,FALSE
Davi Silva,1,Pedro I,1.24,09.05,26,8.83,TRUE
Theo Ribeiro,2,Antonio Prado,9.73,5.11,7,0,FALSE
Valentina Santos,3,Carlos Santos,2.93,5.88,28,4.28,TRUE
Theo Alves,3,Francisto Chagas,2.93,9.35,28,4.11,FALSE
Laura Rodrigues,2,Pedro I,0.31,7.3,29,5.56,FALSE
Heloisa Pereira,3,Gabriel Gomes,6.1,8.31,25,0,TRUE
Laura Martins,2,Gabriel Gomes,6.47,8.41,3,0,FALSE
Valentina Oliveira,3,Pedro I,7.21,2.34,26,7.11,TRUE
Theo Ribeiro,3,Gabriel Gomes,8.48,8.44,13,0,FALSE
Bernardo Ribeiro,2,Pedro I,3.51,4.82,18,3.91,FALSE
Sophia Santos,1,Pedro I,7.84,0.77,1,1.76,TRUE
Valentina Maia,3,Pedro I,3.68,8.75,15,09.03,FALSE
Helena Ribeiro,2,Pedro I,1.23,07.02,26,5.92,TRUE
Samuel Ferreira,2,Pedro I,9.61,0.04,12,2.55,TRUE
Valentina Oliveira,1,Antonio Prado,0.86,4.36,19,9.28,TRUE
Samuel Silva,2,Pedro II,3.25,9.91,18,6.7,TRUE
Sophia Alves,1,Pedro I,3.22,6.15,19,5.68,FALSE
Arthur Ferreira,3,Francisto Chagas,9.92,6.15,13,0,FALSE
Helena Pereira,2,Pedro I,6.42,1.75,16,5.64,FALSE
Heitor Gomes,3,Francisto Chagas,2.99,9.15,5,7.16,TRUE
Davi Santos,3,Pedro I,4.99,8.13,9,3.37,TRUE
Maria Oliveira,2,Pedro II,3.55,5.11,18,9.67,FALSE
Gabriel Rodrigues,3,Pedro I,5.59,3.79,9,3.64,FALSE
Alice Gomes,3,Gabriel Gomes,3.54,7.16,11,4.64,TRUE
Heloisa Alves,1,Carlos Santos,6.33,8.47,25,0,FALSE
Alice Soares,3,Carlos Santos,2.72,0.84,15,4.76,FALSE
Helena Silva,2,Francisto Chagas,8.16,7.29,0,0,TRUE
Laura Oliveira,3,Pedro II,8.82,1.58,15,2.35,FALSE
Maria Ribeiro,1,Gabriel Gomes,9.32,03.03,11,2.27,FALSE
Heitor Alves,3,Pedro II,3.7,04.04,7,0.3,FALSE
Laura Souza,1,Carlos Santos,7.8,2.54,16,9.12,TRUE
Arthur Martins,3,Carlos Santos,5.53,4.92,20,9.35,FALSE
Valentina Soares,3,Carlos Santos,8.19,6.71,8,0,TRUE
Heitor Martins,1,Francisto Chagas,2.89,9.33,15,2.89,FALSE
Gael Maia,1,Gabriel Gomes,05.08,2.26,16,7.13,TRUE
Helena Maia,2,Carlos Santos,3.77,2.98,17,8.43,FALSE
Bernardo Ribeiro,2,Pedro I,8.31,4.86,15,6.47,FALSE
Heitor Ferreira,1,Francisto Chagas,0.46,5.94,28,9.13,FALSE
Helena Alves,1,Francisto Chagas,7.6,2.81,17,5.37,FALSE
Miguel Ribeiro,1,Gabriel Gomes,6.62,4.16,10,02.04,TRUE
Arthur Ribeiro,3,Carlos Santos,8.44,7.5,28,0,TRUE
Heitor Oliveira,3,Pedro II,9.54,4.68,9,0,FALSE
Heitor Pereira,1,Pedro II,9.58,8.33,21,0,TRUE
Valentina Alves,3,Antonio Prado,3.29,1.81,16,3.89,FALSE
Gabriel Pereira,3,Pedro I,2.87,1.84,28,8.44,FALSE
Helena Rodrigues,2,Antonio Prado,2.83,1.71,24,1.57,TRUE
Heitor Alves,1,Francisto Chagas,3.82,1.47,20,7.37,FALSE
Samuel Souza,1,Francisto Chagas,2.82,9.98,15,0.34,FALSE
Gabriel Maia,2,Antonio Prado,5.36,6.56,30,4.52,TRUE
Helena Souza,3,Antonio Prado,9.34,6.4,5,0,TRUE
Theo Pereira,3,Carlos Santos,0.1,0.66,6,9.34,FALSE
Alice Souza,3,Pedro II,0.6,6.43,29,3.71,TRUE
Arthur Gomes,2,Francisto Chagas,3.76,8.32,30,6.25,TRUE
Heloisa Santos,2,Carlos Santos,3.91,6.14,22,2.64,TRUE
Heitor Rodrigues,2,Carlos Santos,4.17,0.05,11,6.48,FALSE
Heitor Oliveira,3,Carlos Santos,01.09,3.43,19,04.02,TRUE
Maria Rodrigues,2,Pedro II,9.46,7.33,0,0,TRUE
Theo Ferreira,1,Antonio Prado,0.89,8.9,13,7.8,FALSE
Sophia Rodrigues,1,Francisto Chagas,9.72,0.46,3,9.52,TRUE
Miguel Martins,1,Antonio Prado,1.32,7.29,1,8.68,FALSE
Maria Souza,1,Antonio Prado,2.22,9.63,20,05.02,FALSE
Gabriel Silva,2,Antonio Prado,7.77,0.11,3,3.92,TRUE
Gael Alves,1,Carlos Santos,4.71,7.0,11,8.77,TRUE
Arthur Pereira,2,Pedro I,6.53,0.24,5,8.12,FALSE
Gael Soares,2,Pedro I,7.25,8.72,25,0,FALSE
Heitor Gomes,1,Antonio Prado,7.64,5.8,14,9.98,FALSE
Alice Oliveira,2,Pedro II,6.29,9.36,22,0,TRUE
Miguel Oliveira,2,Antonio Prado,7.7,8.34,7,0,FALSE
Samuel Souza,3,Francisto Chagas,4.37,7.21,23,7.91,TRUE
Bernardo Santos,2,Pedro I,1.27,02.03,5,9.24,TRUE
Laura Gomes,3,Pedro I,0.74,0.41,19,08.04,TRUE
Bernardo Soares,1,Carlos Santos,5.15,8.69,4,6.74,FALSE
Bernardo Ribeiro,2,Francisto Chagas,1.84,8.56,8,3.92,FALSE
Davi Ferreira,1,Pedro II,05.08,6.27,19,07.06,TRUE
Gael Oliveira,3,Gabriel Gomes,1.26,8.44,6,4.56,TRUE
Theo Alves,2,Antonio Prado,8.67,9.72,24,0,FALSE
Gael Alves,1,Pedro I,9.6,1.52,12,9.21,TRUE
Davi Gomes,1,Antonio Prado,2.71,8.13,21,5.49,TRUE
Heloisa Rodrigues,3,Gabriel Gomes,2.16,7.55,12,7.73,TRUE
Laura Rodrigues,1,Pedro II,6.27,5.53,3,08.06,TRUE
Arthur Santos,1,Pedro II,07.08,5.64,23,6.71,TRUE
Gael Soares,1,Gabriel Gomes,7.62,8.96,0,0,TRUE
Arthur Alves,3,Pedro I,05.06,3.21,6,9.11,FALSE
Theo Alves,3,Carlos Santos,4.47,4.36,1,1.28,TRUE
Miguel Martins,3,Francisto Chagas,8.67,3.74,10,04.07,TRUE
Helena Gomes,2,Pedro I,9.13,6.23,15,0,FALSE
Gael Ribeiro,1,Pedro II,5.74,4.59,30,0.31,FALSE
Helena Silva,3,Pedro I,0.93,08.02,22,5.1,TRUE
Maria Souza,1,Pedro I,1.2,09.05,29,4.12,FALSE
Davi Gomes,2,Carlos Santos,6.66,8.83,27,0,TRUE
Gabriel Silva,2,Pedro II,1.72,5.98,28,6.13,TRUE
Davi Rodrigues,2,Carlos Santos,8.66,2.48,17,1.56,TRUE
Davi Souza,1,Pedro I,0.37,5.72,8,9.19,TRUE
Alice Martins,2,Antonio Prado,0.12,2.0,19,5.38,TRUE
Helena Rodrigues,2,Pedro I,5.7,6.75,13,2.66,TRUE
Maria Silva,2,Francisto Chagas,3.96,4.62,21,3.24,TRUE
Bernardo Pereira,3,Pedro I,9.1,5.8,24,0,TRUE
Heitor Ribeiro,2,Antonio Prado,8.53,6.95,22,0,TRUE
Gael Ribeiro,1,Carlos Santos,2.36,05.02,8,01.02,FALSE
Heloisa Maia,2,Pedro II,5.49,07.02,5,9.36,TRUE
Laura Alves,3,Carlos Santos,9.15,5.8,19,0,FALSE
Sophia Ferreira,3,Antonio Prado,3.6,0.95,2,5.52,FALSE
Theo Souza,2,Pedro II,3.44,8.29,0,5.17,TRUE
Helena Maia,1,Pedro II,5.82,7.21,12,2.71,TRUE
Arthur Santos,3,Carlos Santos,8.0,7.62,26,0,TRUE
Theo Alves,1,Carlos Santos,9.2,9.41,26,0,FALSE
Laura Santos,1,Carlos Santos,03.06,5.31,19,4.31,FALSE
Miguel Santos,2,Antonio Prado,1.9,7.8,10,7.77,TRUE
Helena Ribeiro,2,Carlos Santos,5.41,8.55,5,4.52,TRUE
Laura Souza,2,Pedro II,8.21,1.94,8,4.17,FALSE
Bernardo Maia,2,Carlos Santos,06.06,2.66,26,1.21,FALSE
Laura Martins,3,Pedro II,6.41,3.36,20,2.14,FALSE
Theo Souza,2,Francisto Chagas,8.88,2.32,10,2.17,FALSE
Heitor Pereira,2,Pedro II,06.06,3.64,30,1.99,TRUE
Heitor Maia,3,Pedro II,8.74,0.18,23,2.4,FALSE
Heloisa Santos,2,Francisto Chagas,9.9,1.72,9,5.31,TRUE
Miguel Alves,3,Antonio Prado,2.64,8.21,9,5.55,TRUE
Arthur Soares,1,Pedro II,6.5,4.51,10,1.21,TRUE
Samuel Rodrigues,2,Antonio Prado,2.28,0.41,29,08.08,TRUE
Arthur Ribeiro,3,Pedro I,3.3,5.63,21,05.09,TRUE
Alice Santos,3,Pedro I,1.7,7.56,1,4.53,TRUE
Laura Silva,2,Pedro II,6.86,8.9,30,0,TRUE
Theo Maia,3,Gabriel Gomes,0.53,6.55,17,5.48,FALSE
Heloisa Pereira,2,Francisto Chagas,3.94,0.33,24,2.58,FALSE
Valentina Souza,2,Pedro II,8.0,5.92,1,8.78,TRUE
Samuel Soares,1,Pedro II,06.09,1.65,25,6.39,TRUE
Miguel Martins,1,Francisto Chagas,1.1,02.04,27,0.02,TRUE
Gael Gomes,3,Gabriel Gomes,5.85,6.45,22,3.8,FALSE
Heitor Silva,1,Gabriel Gomes,1.11,5.1,9,5.87,TRUE
Maria Souza,1,Gabriel Gomes,3.9,9.13,2,4.71,FALSE
Sophia Soares,2,Francisto Chagas,6.47,0.1,1,09.02,FALSE
Gabriel Ribeiro,3,Antonio Prado,7.9,3.69,24,3.84,FALSE
Helena Silva,3,Pedro II,4.71,7.1,18,2.42,FALSE
Valentina Oliveira,2,Antonio Prado,1.46,8.6,7,2.51,FALSE
Heitor Silva,1,Antonio Prado,0.47,3.43,24,9.19,TRUE
Laura Martins,1,Gabriel Gomes,6.86,3.59,24,6.88,TRUE
Samuel Ribeiro,3,Carlos Santos,5.8,5.18,14,3.6,TRUE
Heitor Ferreira,1,Antonio Prado,6.31,01.03,13,2.97,FALSE
Heloisa Alves,1,Francisto Chagas,3.32,7.33,29,5.5,FALSE
Gael Santos,2,Gabriel Gomes,2.46,5.65,27,6.33,FALSE
Davi Alves,2,Antonio Prado,4.28,7.21,19,8.57,FALSE
Arthur Silva,2,Pedro II,7.92,4.36,3,6.95,FALSE
Davi Ribeiro,2,Carlos Santos,3.54,0.52,3,5.46,TRUE
Gael Silva,3,Pedro II,3.92,1.46,9,8.9,FALSE
Sophia Soares,2,Gabriel Gomes,9.79,1.47,20,8.62,TRUE
Sophia Soares,2,Pedro I,9.81,3.61,6,2.89,FALSE
Arthur Soares,1,Gabriel Gomes,4.51,0.64,2,7.25,TRUE
Bernardo Silva,3,Pedro I,6.19,8.29,1,0,FALSE
Bernardo Gomes,1,Francisto Chagas,3.49,3.28,12,6.59,FALSE
Helena Silva,3,Francisto Chagas,7.54,8.79,12,0,FALSE
Alice Ribeiro,1,Francisto Chagas,3.24,7.95,2,7.48,FALSE
Davi Martins,2,Antonio Prado,8.33,6.4,0,0,TRUE
